"order_id","order_date","ship_date","ship_mode_id","customer_id","city_id","postal_code"
"CA-2021-150959","2021/11/11","2021/11/13","1","TD-20995","195","75043"
"CA-2019-169677","2019/1/13","2019/1/15","3","KS-16300","108","31907"
"CA-2020-127775","2020/6/11","2020/6/13","3","ES-14020","381","10035"
"CA-2018-109491","2018/2/20","2018/2/26","4","LC-16930","466","47374"
"CA-2021-109183","2021/12/4","2021/12/9","4","LR-16915","375","37211"
"US-2021-152492","2021/7/6","2021/7/6","2","AH-10585","344","33142"
"CA-2019-133627","2019/5/31","2019/6/7","4","SC-20050","393","6360"
"CA-2019-127509","2019/11/9","2019/11/13","4","AS-10090","531","65807"
"CA-2019-148628","2019/12/6","2019/12/11","4","KM-16375","552","91360"
"CA-2020-146150","2020/2/14","2020/2/19","4","FM-14380","250","39212"
"CA-2019-136224","2019/5/31","2019/5/31","2","ML-18265","177","28314"
"CA-2019-148964","2019/5/26","2019/5/31","4","RD-19900","42","98006"
"CA-2018-140039","2018/9/13","2018/9/17","4","ON-18715","546","85281"
"CA-2020-120530","2020/4/7","2020/4/12","4","Dl-13600","381","10035"
"CA-2019-100657","2019/11/2","2019/11/7","4","SW-20245","558","12180"
"CA-2018-104269","2018/3/1","2018/3/6","3","DB-13060","518","98115"
"CA-2019-117415","2019/12/27","2019/12/31","4","SN-20710","240","77041"
"CA-2020-139549","2020/10/20","2020/10/25","4","MY-18295","159","92020"
"CA-2019-160794","2019/8/6","2019/8/8","1","MS-17980","240","77041"
"CA-2021-113208","2021/3/26","2021/4/2","4","ML-18040","134","48126"
"CA-2021-133095","2021/6/4","2021/6/4","2","EH-14005","257","72401"
"CA-2020-105081","2020/12/25","2020/12/30","4","JE-15715","518","98115"
"CA-2020-127236","2020/3/29","2020/4/2","4","TB-21595","532","45503"
"CA-2018-103429","2018/5/30","2018/6/1","1","LW-16825","381","10024"
"CA-2021-167003","2021/5/23","2021/5/29","4","VS-21820","313","90036"
"CA-2021-108441","2021/6/12","2021/6/18","4","SB-20170","381","10035"
"CA-2019-100818","2019/5/31","2019/6/5","3","JM-15265","91","60653"
"CA-2020-112578","2020/12/29","2021/1/2","4","FO-14305","486","95823"
"CA-2021-145765","2021/5/28","2021/6/2","4","CM-11815","432","85023"
"US-2019-100377","2019/8/28","2019/9/1","4","TS-21370","91","60623"
"CA-2020-118311","2020/10/24","2020/10/28","4","ED-13885","504","94110"
"CA-2018-166961","2018/12/27","2018/12/31","4","CD-12790","362","92553"
"CA-2018-121629","2018/11/28","2018/12/2","4","BT-11680","240","77041"
"CA-2021-117667","2021/12/4","2021/12/9","4","MS-17980","431","19134"
"US-2021-153633","2021/11/13","2021/11/18","3","TC-21295","258","33458"
"US-2021-100482","2021/4/11","2021/4/15","4","JL-15130","284","43130"
"CA-2018-159849","2018/9/19","2018/9/19","2","JK-15640","504","94110"
"US-2021-166394","2021/9/4","2021/9/6","3","VM-21835","374","3060"
"US-2020-150357","2020/10/10","2020/10/14","4","EB-13975","210","27405"
"US-2018-147648","2018/11/26","2018/12/1","4","LS-16975","504","94109"
"US-2019-119312","2019/10/2","2019/10/7","3","CS-12400","313","90045"
"CA-2021-143665","2021/4/26","2021/5/1","4","PO-19180","518","98115"
"CA-2018-168158","2018/7/19","2018/7/24","4","EM-14140","207","59405"
"CA-2018-169642","2018/7/27","2018/7/30","3","BB-10990","313","90036"
"CA-2019-163895","2019/8/7","2019/8/11","4","NS-18640","50","83704"
"CA-2021-161655","2021/5/13","2021/5/18","3","CW-11905","382","19711"
"CA-2021-161557","2021/9/3","2021/9/8","4","AG-10900","127","75217"
"US-2021-148362","2021/7/1","2021/7/8","4","KF-16285","245","46203"
"CA-2021-123001","2021/9/2","2021/9/8","4","AW-10840","33","93309"
"CA-2021-153787","2021/5/19","2021/5/23","4","AT-10735","518","98115"
"CA-2020-115476","2020/3/17","2020/3/17","2","VM-21835","382","19711"
"CA-2021-111374","2021/2/24","2021/2/28","4","CB-12415","431","19134"
"CA-2020-109925","2020/11/6","2020/11/10","3","IM-15070","503","92105"
"CA-2019-167745","2019/9/18","2019/9/23","4","GB-14530","313","90049"
"CA-2021-147032","2021/7/31","2021/8/4","4","LB-16795","593","19805"
"CA-2020-162733","2020/5/11","2020/5/12","1","TT-21070","313","90045"
"CA-2021-107517","2021/2/5","2021/2/9","4","FC-14335","556","90503"
"CA-2020-134334","2020/2/14","2020/2/15","1","DK-13090","99","20735"
"CA-2021-104885","2021/3/2","2021/3/8","4","DB-13555","382","19711"
"CA-2021-123778","2021/9/23","2021/9/30","4","BS-11755","504","94122"
"CA-2021-141481","2021/6/11","2021/6/14","1","ZD-21925","313","90036"
"US-2020-114622","2020/4/10","2020/4/12","1","JR-16210","532","45503"
"US-2020-165505","2020/1/23","2020/1/27","4","CB-12535","71",""
"US-2021-110576","2021/11/28","2021/12/2","4","RB-19795","431","19120"
"CA-2018-106810","2018/5/14","2018/5/20","4","AJ-10795","494","33710"
"US-2021-120390","2021/10/19","2021/10/26","4","TH-21550","70","27217"
"CA-2021-149699","2021/12/22","2021/12/24","1","CM-12115","313","90008"
"CA-2021-120404","2021/11/20","2021/11/24","3","KH-16330","381","10035"
"CA-2020-120803","2020/3/9","2020/3/13","4","RB-19465","347","6460"
"US-2018-111171","2018/12/26","2018/12/31","4","CA-12265","91","60610"
"CA-2020-139409","2020/9/5","2020/9/7","1","FW-14395","381","10011"
"CA-2021-104381","2021/12/16","2021/12/23","4","RD-19810","473","14609"
"CA-2020-125815","2020/10/28","2020/11/1","3","DL-13330","381","10009"
"CA-2021-115448","2021/11/11","2021/11/14","1","MH-18025","266","37918"
"US-2020-119270","2020/3/12","2020/3/16","4","SW-20245","313","90036"
"CA-2018-114510","2018/3/14","2018/3/19","4","JF-15295","307","84321"
"CA-2021-101749","2021/10/3","2021/10/8","4","AS-10045","419","91104"
"CA-2018-125136","2018/9/28","2018/10/3","4","KD-16495","177","28314"
"CA-2018-163293","2018/9/8","2018/9/11","1","KC-16255","319","31204"
"CA-2020-159940","2020/7/7","2020/7/11","3","BF-11020","30","60505"
"CA-2019-101126","2019/2/10","2019/2/14","3","NB-18655","431","19143"
"CA-2019-111017","2019/7/31","2019/8/6","4","SC-20695","491","63116"
"CA-2021-159135","2021/11/4","2021/11/8","4","KM-16375","530","72762"
"CA-2020-113607","2020/10/14","2020/10/18","4","PW-19030","381","10009"
"CA-2019-158701","2019/1/5","2019/1/10","4","JL-15175","504","94110"
"CA-2020-152331","2020/6/26","2020/6/30","4","LD-16855","91","60653"
"CA-2021-142671","2021/11/10","2021/11/14","3","DR-12940","235","33021"
"CA-2019-152681","2019/1/17","2019/1/22","4","SC-20260","292","1841"
"CA-2020-131499","2020/9/8","2020/9/10","1","MG-17875","381","10011"
"CA-2019-107083","2019/11/21","2019/11/27","4","BB-11545","183","76106"
"CA-2019-145065","2019/12/12","2019/12/15","1","DK-13375","503","92105"
"CA-2018-160766","2018/9/14","2018/9/14","2","DM-13015","381","10009"
"CA-2018-114643","2018/6/13","2018/6/17","4","FM-14215","313","90032"
"US-2019-147739","2019/12/25","2019/12/29","4","JD-16150","431","19140"
"CA-2019-150749","2019/3/29","2019/4/3","3","AS-10240","534","22153"
"CA-2018-133592","2018/12/31","2019/1/7","4","KM-16375","447","2908"
"CA-2019-145849","2019/9/15","2019/9/17","3","CT-11995","245","46203"
"CA-2020-169166","2020/5/9","2020/5/14","4","SS-20590","518","98115"
"CA-2021-125115","2021/4/10","2021/4/10","2","RD-19930","31","78745"
"CA-2020-150077","2020/2/4","2020/2/10","4","MS-17365","476","20852"
"CA-2021-136063","2021/12/15","2021/12/19","4","SS-20140","394","60302"
"CA-2019-154291","2019/7/25","2019/7/29","4","YS-21880","360","36116"
"CA-2019-119879","2019/11/21","2019/11/25","4","SS-20410","431","19120"
"CA-2020-152121","2020/11/27","2020/11/29","3","CC-12670","517","85254"
"CA-2020-161816","2020/4/28","2020/5/1","1","NB-18655","127","75217"
"CA-2020-104311","2020/5/2","2020/5/6","4","AS-10090","248","75061"
"US-2018-133949","2018/12/31","2018/12/31","2","JL-15175","462","89502"
"CA-2019-115091","2019/10/5","2019/10/9","4","JJ-15760","534","22153"
"CA-2018-112158","2018/12/2","2018/12/4","1","DP-13165","381","10035"
"US-2021-168613","2021/10/8","2021/10/14","4","GM-14440","381","10009"
"US-2020-164189","2020/3/24","2020/3/28","4","DR-12880","213","97030"
"CA-2020-150007","2020/9/11","2020/9/16","4","AS-10090","91","60653"
"CA-2019-158323","2019/11/30","2019/12/3","1","AB-10600","253","28540"
"CA-2019-135853","2019/12/11","2019/12/14","1","CA-12775","144","48205"
"CA-2020-105753","2020/10/20","2020/10/26","4","LC-16960","20","22204"
"CA-2021-108560","2021/7/8","2021/7/15","4","JC-15385","263","98031"
"CA-2020-147473","2020/5/30","2020/6/3","4","NL-18310","313","90049"
"CA-2020-114727","2020/7/18","2020/7/24","4","LS-16945","140","80219"
"CA-2020-115224","2020/12/8","2020/12/11","3","DB-13615","504","94110"
"CA-2020-140417","2020/9/25","2020/9/29","4","KE-16420","553","97224"
"CA-2021-132185","2021/11/27","2021/12/2","4","DB-13615","22","28806"
"CA-2020-168543","2020/7/3","2020/7/7","4","DK-13225","381","10035"
"CA-2019-134075","2019/12/12","2019/12/16","4","HA-14905","506","95123"
"CA-2021-146458","2021/11/19","2021/11/22","3","RB-19435","534","22153"
"US-2021-131583","2021/6/10","2021/6/10","2","CL-11890","431","19143"
"CA-2019-149972","2019/9/21","2019/9/23","1","CD-12790","313","90036"
"CA-2021-138548","2021/8/15","2021/8/21","4","JG-15160","435","7060"
"CA-2019-125696","2019/10/2","2019/10/6","4","NP-18685","595","27893"
"US-2018-135972","2018/9/21","2018/9/23","3","JG-15115","142","98198"
"CA-2019-142237","2019/7/11","2019/7/13","1","CK-12595","431","19134"
"CA-2020-116764","2020/8/27","2020/9/2","4","EM-13825","235","33021"
"CA-2018-139423","2018/11/1","2018/11/5","4","DG-13300","405","7050"
"CA-2021-114636","2021/8/25","2021/8/29","4","GA-14725","85","28205"
"CA-2018-105893","2018/11/11","2018/11/18","4","PK-19075","320","53711"
"CA-2020-159695","2020/4/5","2020/4/10","3","GM-14455","240","77095"
"CA-2020-168830","2020/11/7","2020/11/13","4","ML-17395","504","94122"
"CA-2019-118738","2019/10/24","2019/10/30","4","AG-10495","240","77041"
"CA-2021-118864","2021/6/15","2021/6/19","3","KH-16690","313","90032"
"CA-2020-101329","2020/4/22","2020/4/29","4","MM-17920","478","13440"
"US-2020-111563","2020/11/4","2020/11/8","4","SM-20005","240","77041"
"CA-2019-151785","2019/3/5","2019/3/10","4","JJ-15445","91","60623"
"CA-2021-125388","2021/10/19","2021/10/23","4","MP-17965","292","1841"
"US-2021-126053","2021/12/5","2021/12/8","1","CS-11950","381","10024"
"CA-2020-168046","2020/1/25","2020/1/28","3","JD-15895","381","10024"
"CA-2018-129091","2018/11/22","2018/11/27","4","RA-19885","108","31907"
"US-2018-134971","2018/6/7","2018/6/10","3","BP-11095","428","61604"
"US-2020-143280","2020/2/22","2020/2/26","4","TZ-21580","313","90045"
"CA-2018-153976","2018/10/3","2018/10/8","3","BP-11290","168","60201"
"US-2018-150126","2018/7/27","2018/8/2","4","AS-10045","381","10035"
"US-2019-116981","2019/3/26","2019/3/28","3","SM-20950","381","10009"
"US-2019-156797","2019/8/11","2019/8/15","4","PO-19180","381","10035"
"US-2020-132423","2020/4/15","2020/4/19","4","MY-18295","206","76051"
"CA-2021-125990","2021/10/19","2021/10/23","4","JS-16030","504","94122"
"CA-2020-145730","2020/3/3","2020/3/8","4","CC-12220","500","78207"
"CA-2018-147900","2018/9/23","2018/9/28","4","JK-15640","282","44107"
"CA-2020-124485","2020/11/24","2020/11/26","1","NC-18340","381","10035"
"CA-2018-151295","2018/11/12","2018/11/16","4","JA-15970","313","90045"
"CA-2021-109589","2021/12/21","2021/12/24","1","BD-11635","53","42104"
"CA-2020-153661","2020/1/30","2020/1/31","1","SC-20725","504","94122"
"CA-2018-115357","2018/8/6","2018/8/11","3","RF-19735","106","29203"
"CA-2019-134201","2019/4/10","2019/4/16","4","EH-14125","473","14609"
"CA-2021-155824","2021/3/10","2021/3/15","4","KS-16300","452","27604"
"CA-2019-139290","2019/10/26","2019/10/30","4","MY-17380","453","91730"
"US-2018-109036","2018/12/20","2018/12/25","4","KH-16510","518","98103"
"CA-2019-102491","2019/8/24","2019/8/28","4","KW-16435","179","41042"
"CA-2020-161361","2020/3/26","2020/3/28","3","MV-17485","439","83201"
"CA-2020-113341","2020/11/25","2020/11/29","4","MH-17455","313","90032"
"CA-2019-110548","2019/5/4","2019/5/8","4","AH-10690","240","77095"
"CA-2019-134859","2019/10/4","2019/10/9","4","JK-16120","431","19134"
"US-2021-138086","2021/4/16","2021/4/20","4","JO-15550","504","94109"
"CA-2020-141180","2020/5/15","2020/5/19","3","DP-13000","182","33311"
"CA-2021-164819","2021/10/15","2021/10/19","3","RS-19420","172","6824"
"CA-2018-126032","2018/6/23","2018/6/28","4","BS-11665","431","19143"
"CA-2021-138422","2021/9/23","2021/9/26","1","KN-16705","181","80525"
"CA-2020-127761","2020/11/10","2020/11/14","4","SW-20275","381","10009"
"US-2020-111290","2020/7/22","2020/7/26","4","DK-13375","587","48185"
"CA-2020-152688","2020/10/17","2020/10/20","1","NR-18550","429","8861"
"CA-2018-139451","2018/10/12","2018/10/16","4","DN-13690","504","94122"
"US-2018-147627","2018/1/20","2018/1/26","4","HL-15040","257","72401"
"CA-2019-106565","2019/3/20","2019/3/23","1","BW-11110","348","53209"
"US-2019-120572","2019/12/11","2019/12/15","4","GH-14425","252","32216"
"CA-2021-109960","2021/12/9","2021/12/11","3","DB-13210","144","48234"
"CA-2021-121027","2021/8/18","2021/8/22","4","HW-14935","518","98105"
"CA-2019-120320","2019/3/5","2019/3/9","4","MV-18190","240","77036"
"CA-2021-152975","2021/9/14","2021/9/16","1","RB-19705","381","10035"
"CA-2018-139192","2018/5/27","2018/6/1","3","LC-16885","504","94109"
"CA-2018-102295","2018/11/24","2018/11/26","3","EH-13990","486","95823"
"US-2020-128293","2020/6/2","2020/6/5","1","KC-16255","431","19120"
"CA-2020-133319","2020/9/5","2020/9/11","4","MV-17485","381","10011"
"CA-2019-160696","2019/9/6","2019/9/10","4","CK-12760","375","37211"
"CA-2021-100951","2021/6/9","2021/6/10","1","NC-18625","127","75217"
"CA-2019-165624","2019/8/23","2019/8/28","4","FH-14350","24","30318"
"CA-2021-144113","2021/9/16","2021/9/20","4","JF-15355","31","78745"
"US-2020-126893","2020/11/26","2020/12/1","4","CT-11995","431","19134"
"US-2019-163433","2019/4/18","2019/4/22","3","MP-17965","334","78501"
"CA-2021-168837","2021/10/14","2021/10/17","1","JW-15955","396","94601"
"CA-2021-118724","2021/7/21","2021/7/25","3","AR-10825","112","94521"
"CA-2020-121034","2020/8/8","2020/8/10","3","JF-15565","127","75081"
"CA-2021-144498","2021/5/6","2021/5/6","2","MB-18085","85","28205"
"CA-2020-105585","2020/8/26","2020/8/27","1","RF-19735","506","95123"
"CA-2020-118934","2020/8/9","2020/8/14","4","GH-14410","228","37075"
"CA-2021-107125","2021/11/27","2021/12/2","4","BD-11320","313","90045"
"CA-2019-124058","2019/11/20","2019/11/24","4","LC-16885","396","94601"
"CA-2020-138079","2020/1/22","2020/1/28","4","AJ-10795","518","98115"
"US-2020-127334","2020/12/15","2020/12/21","4","MP-18175","533","97477"
"CA-2019-148376","2019/12/27","2019/12/31","4","AG-10900","313","90008"
"CA-2019-163104","2019/3/19","2019/3/26","4","MC-18130","313","90004"
"US-2019-117184","2019/5/17","2019/5/21","4","ON-18715","240","77095"
"CA-2021-116288","2021/3/12","2021/3/17","4","BS-11380","504","94122"
"CA-2021-159149","2021/2/17","2021/2/19","1","CR-12820","240","77041"
"CA-2019-140025","2019/4/7","2019/4/11","4","PF-19120","500","78207"
"CA-2020-147137","2020/7/4","2020/7/6","1","AA-10645","504","94109"
"CA-2019-164084","2019/9/7","2019/9/12","4","AG-10525","381","10011"
"US-2021-123204","2021/7/21","2021/7/27","4","CS-11860","381","10024"
"CA-2020-140564","2020/12/5","2020/12/10","3","TC-21475","576","20016"
"CA-2020-168774","2020/9/4","2020/9/9","4","RP-19855","596","55125"
"CA-2021-123022","2021/9/3","2021/9/8","4","SC-20050","268","91941"
"CA-2021-107720","2021/11/6","2021/11/13","4","VM-21685","586","7090"
"CA-2021-160045","2021/4/26","2021/4/27","1","LB-16735","183","76106"
"CA-2020-132143","2020/9/3","2020/9/5","1","FM-14215","345","6457"
"CA-2021-128300","2021/11/24","2021/11/26","3","RS-19765","538","29483"
"US-2020-105578","2020/5/30","2020/6/4","4","MY-17380","417","80134"
"CA-2021-118892","2021/8/17","2021/8/22","3","TP-21415","431","19134"
"CA-2020-145177","2020/11/10","2020/11/14","4","PP-18955","532","45503"
"CA-2020-101161","2020/10/13","2020/10/20","4","BW-11110","381","10024"
"CA-2021-107909","2021/9/1","2021/9/6","4","SS-20875","459","98052"
"US-2020-131674","2020/11/29","2020/12/1","3","NC-18535","127","75217"
"US-2021-166688","2021/5/20","2021/5/26","4","RD-19480","289","89115"
"US-2020-115952","2020/10/6","2020/10/6","2","JH-15910","561","74133"
"CA-2018-148761","2018/5/17","2018/5/21","4","PA-19060","155","54703"
"US-2020-133508","2020/4/17","2020/4/21","4","SW-20350","403","68104"
"CA-2018-105417","2018/1/7","2018/1/12","4","VS-21820","243","77340"
"US-2019-123960","2019/6/11","2019/6/16","4","BD-11605","357","71203"
"CA-2021-128755","2021/5/4","2021/5/8","4","MK-18160","384","23602"
"CA-2021-119669","2021/1/24","2021/1/30","4","TP-21130","524","30080"
"CA-2019-100146","2019/5/14","2019/5/19","4","CB-12535","73","93010"
"CA-2019-133242","2019/6/18","2019/6/24","4","KH-16510","20","22204"
"CA-2019-127019","2019/12/21","2019/12/25","4","ER-13855","103","80906"
"CA-2021-143798","2021/12/10","2021/12/12","1","AW-10840","431","19140"
"CA-2019-111507","2019/2/6","2019/2/13","4","VW-21775","42","98006"
"CA-2019-162537","2019/10/28","2019/11/3","4","RD-19585","226","42420"
"CA-2021-161333","2021/2/2","2021/2/7","4","JL-15835","313","90045"
"CA-2021-147564","2021/10/2","2021/10/6","4","BP-11155","381","10011"
"CA-2018-131450","2018/8/8","2018/8/15","4","LR-16915","503","92024"
"US-2021-106131","2021/1/14","2021/1/16","1","TP-21565","29","80013"
"CA-2020-114209","2020/5/21","2020/5/26","4","AS-10285","127","75081"
"CA-2021-115070","2021/4/10","2021/4/14","3","MG-18205","252","32216"
"CA-2018-127299","2018/9/19","2018/9/24","4","JL-15835","85","28205"
"CA-2018-149524","2018/1/14","2018/1/15","1","BS-11590","431","19140"
"CA-2020-163384","2020/11/10","2020/11/12","1","CC-12430","504","94122"
"CA-2020-138667","2020/12/27","2020/12/30","3","MW-18220","284","43130"
"CA-2020-154403","2020/5/23","2020/5/27","4","AP-10720","178","35630"
"CA-2020-102162","2020/9/11","2020/9/16","4","JF-15565","384","23602"
"CA-2020-137848","2020/1/15","2020/1/21","4","WB-21850","381","10011"
"CA-2019-156013","2019/9/20","2019/9/26","4","TC-20980","309","11561"
"CA-2021-167703","2021/2/3","2021/2/8","4","MC-17575","94","45231"
"CA-2018-115084","2018/10/18","2018/10/22","4","LS-17200","547","71854"
"US-2021-125647","2021/9/23","2021/9/28","4","LC-16870","91","60653"
"CA-2020-165673","2020/5/15","2020/5/19","3","MN-17935","532","45503"
"CA-2021-151428","2021/9/21","2021/9/26","4","RH-19495","472","55901"
"CA-2020-123666","2020/3/26","2020/3/30","4","SP-20545","381","10011"
"CA-2021-112844","2021/11/13","2021/11/16","3","SP-20620","66","14215"
"CA-2020-143714","2020/5/23","2020/5/27","4","CC-12370","431","19120"
"CA-2021-110884","2021/3/7","2021/3/12","4","SH-20395","381","10035"
"CA-2018-103940","2018/9/17","2018/9/21","4","BN-11515","518","98103"
"CA-2021-117863","2021/5/18","2021/5/23","4","TS-21340","381","10024"
"CA-2018-145800","2018/5/30","2018/6/5","4","SS-20410","65","60089"
"CA-2020-155005","2020/6/13","2020/6/15","3","SC-20050","249","49201"
"CA-2018-138737","2018/12/7","2018/12/10","1","FP-14320","313","90049"
"CA-2019-110947","2019/6/9","2019/6/15","4","AG-10765","220","23666"
"CA-2018-120544","2018/11/23","2018/11/27","4","SS-20140","343","75150"
"CA-2021-103520","2021/9/23","2021/9/25","1","MH-17785","318","79424"
"US-2019-140851","2019/7/13","2019/7/15","3","ND-18460","319","31204"
"US-2021-139955","2021/9/28","2021/9/30","3","CM-12160","63","78521"
"CA-2020-128923","2020/12/9","2020/12/13","4","GB-14530","183","76106"
"CA-2018-107594","2018/7/2","2018/7/6","4","EH-13945","435","7060"
"CA-2021-140627","2021/12/23","2021/12/27","4","DK-12985","228","37075"
"CA-2021-134285","2021/12/7","2021/12/12","4","DS-13180","500","78207"
"US-2018-169789","2018/12/30","2019/1/4","4","MF-17665","432","85023"
"CA-2021-105991","2021/5/5","2021/5/6","1","LH-17020","314","80027"
"CA-2018-166891","2018/10/4","2018/10/6","1","CC-12220","381","10024"
"CA-2021-109211","2021/4/4","2021/4/10","4","PS-19045","381","10011"
"US-2019-136987","2019/4/11","2019/4/14","3","AR-10540","313","90004"
"CA-2021-156818","2021/7/11","2021/7/13","3","JD-16015","381","10009"
"CA-2020-152800","2020/4/13","2020/4/15","1","SP-20920","504","94109"
"CA-2021-151911","2021/4/30","2021/5/5","3","DL-13495","381","10024"
"CA-2019-145324","2019/11/15","2019/11/19","4","DH-13675","222","22801"
"CA-2021-140186","2021/9/29","2021/10/2","1","PG-18820","33","93309"
"CA-2020-115504","2020/3/12","2020/3/17","4","MC-18130","357","71203"
"CA-2020-165015","2020/2/25","2020/2/27","3","BD-11725","383","43055"
"CA-2018-147235","2018/3/24","2018/3/28","4","CD-11920","381","10024"
"CA-2020-139010","2020/2/21","2020/2/26","3","MC-17635","313","90032"
"CA-2019-110457","2019/3/2","2019/3/6","4","DK-13090","518","98103"
"CA-2020-125087","2020/4/18","2020/4/23","4","TH-21115","240","77070"
"CA-2018-139017","2018/5/11","2018/5/17","4","RM-19375","240","77095"
"CA-2020-157791","2020/12/23","2020/12/28","3","CA-11965","575","2886"
"CA-2021-101665","2021/11/25","2021/12/1","4","TZ-21580","504","94122"
"CA-2020-137176","2020/9/9","2020/9/14","3","DB-12910","127","75220"
"CA-2021-125745","2021/6/30","2021/7/4","4","DV-13045","338","38109"
"CA-2019-129217","2019/5/10","2019/5/10","2","DP-13390","30","60505"
"CA-2019-159534","2019/3/20","2019/3/23","1","DH-13075","381","10035"
"CA-2020-146913","2020/10/31","2020/11/5","4","SF-20965","504","94109"
"CA-2019-111164","2019/4/11","2019/4/15","4","SE-20110","381","10009"
"CA-2021-150931","2021/1/6","2021/1/13","4","DP-13390","562","35401"
"CA-2018-158281","2018/9/2","2018/9/7","4","AG-10525","240","77095"
"CA-2019-130253","2019/12/14","2019/12/18","4","PP-18955","313","90036"
"CA-2018-152100","2018/5/11","2018/5/16","4","VW-21775","243","77340"
"CA-2019-150875","2019/11/16","2019/11/20","4","HK-14890","50","83704"
"CA-2018-158274","2018/11/19","2018/11/24","3","RM-19675","357","71203"
"US-2021-104094","2021/9/7","2021/9/11","4","AG-10675","348","53209"
"CA-2020-168956","2020/2/16","2020/2/20","4","EA-14035","91","60623"
"CA-2018-165428","2018/9/1","2018/9/4","1","JL-15130","240","77036"
"CA-2018-140816","2018/12/20","2018/12/20","2","TC-21295","551","80229"
"US-2019-114839","2019/4/26","2019/4/30","4","PW-19240","240","77036"
"CA-2020-144218","2020/10/31","2020/11/4","4","JD-15895","313","90045"
"CA-2020-143910","2020/8/12","2020/8/16","4","BC-11125","381","10011"
"CA-2021-158071","2021/6/10","2021/6/15","4","BD-11320","518","98103"
"CA-2021-162096","2021/11/10","2021/11/10","2","TB-21190","470","92503"
"CA-2019-160472","2019/7/20","2019/7/25","3","RK-19300","526","46614"
"CA-2018-124247","2018/12/16","2018/12/21","4","SH-20635","486","95823"
"CA-2021-118885","2021/12/29","2022/1/2","4","JG-15160","313","90049"
"CA-2021-168739","2021/5/29","2021/6/5","4","HZ-14950","240","77095"
"US-2018-134054","2018/10/10","2018/10/10","2","FC-14335","4","87105"
"CA-2020-124016","2020/9/23","2020/9/26","3","JS-15940","284","43130"
"US-2018-115196","2018/9/9","2018/9/13","4","DL-12925","211","27834"
"CA-2021-134880","2021/10/27","2021/11/1","4","TW-21025","342","85204"
"US-2020-148901","2020/5/14","2020/5/19","4","MK-17905","252","32216"
"US-2021-106579","2021/6/8","2021/6/13","4","BW-11200","523","60076"
"US-2021-112928","2021/6/1","2021/6/5","3","BB-10990","555","43615"
"CA-2020-132661","2020/10/23","2020/10/29","4","SR-20740","381","10024"
"CA-2019-118227","2019/4/24","2019/4/28","4","DB-13270","381","10009"
"CA-2021-132346","2021/11/7","2021/11/11","4","PK-19075","382","19711"
"CA-2021-126914","2021/6/15","2021/6/19","4","JE-15715","358","28110"
"CA-2021-161102","2021/7/31","2021/8/3","1","EC-14050","504","94110"
"CA-2019-126466","2019/11/9","2019/11/13","4","JO-15550","480","95661"
"CA-2020-125080","2020/10/21","2020/10/26","4","VW-21775","282","44107"
"CA-2021-126928","2021/9/17","2021/9/23","4","GZ-14470","364","7960"
"CA-2019-153423","2019/6/22","2019/6/27","4","SW-20455","473","14609"
"CA-2020-167115","2020/4/4","2020/4/9","4","EH-14185","381","10035"
"CA-2019-142454","2019/8/15","2019/8/19","4","RE-19450","396","94601"
"CA-2018-165568","2018/2/15","2018/2/19","4","BF-11020","518","98105"
"CA-2021-146360","2021/4/23","2021/4/25","3","SC-20305","291","46226"
"CA-2020-149279","2020/4/24","2020/4/28","4","CL-12700","103","80906"
"CA-2020-113726","2020/11/24","2020/12/1","4","SC-20680","518","98105"
"CA-2019-119634","2019/8/11","2019/8/16","4","BW-11065","452","27604"
"CA-2018-148369","2018/9/23","2018/9/27","4","TH-21115","382","19711"
"CA-2019-128027","2019/9/14","2019/9/17","3","CM-12385","390","29406"
"CA-2019-104346","2019/12/11","2019/12/16","4","IM-15070","103","80906"
"CA-2019-109736","2019/10/10","2019/10/11","1","DJ-13420","504","94109"
"CA-2019-155600","2019/12/4","2019/12/7","3","RO-19780","96","37042"
"US-2019-131359","2019/10/30","2019/11/2","3","FA-14230","140","80219"
"CA-2020-108644","2020/9/30","2020/10/3","1","SJ-20215","450","62301"
"US-2020-146066","2020/8/21","2020/8/23","3","RB-19465","431","19143"
"CA-2019-142027","2019/4/9","2019/4/14","4","JK-15370","308","90805"
"US-2020-148334","2020/8/22","2020/8/26","4","DD-13570","240","77041"
"CA-2020-163048","2020/2/8","2020/2/15","4","MH-17440","240","77036"
"CA-2021-164098","2021/1/26","2021/1/27","1","CG-12520","240","77070"
"CA-2021-134306","2021/7/8","2021/7/12","4","TD-20995","317","1852"
"CA-2020-168893","2020/11/3","2020/11/8","3","AP-10915","226","42420"
"CA-2020-112060","2020/12/4","2020/12/9","4","KT-16465","504","94109"
"US-2021-160465","2021/7/21","2021/7/26","4","SW-20350","97","44105"
"CA-2020-115378","2020/11/18","2020/11/23","3","AJ-10945","544","48180"
"CA-2018-138023","2018/8/15","2018/8/18","1","KH-16510","127","75081"
"CA-2018-114321","2018/8/20","2018/8/25","4","NC-18535","220","23666"
"CA-2021-100783","2021/9/4","2021/9/8","3","JK-16120","195","75043"
"CA-2019-161452","2019/4/5","2019/4/11","4","CA-11965","313","90036"
"CA-2018-111192","2018/7/30","2018/8/5","4","TS-21430","518","98103"
"US-2019-108966","2019/10/11","2019/10/18","4","SO-20335","182","33311"
